# {"t_start": 1755705826.1284919, "env_id": "Office-new-multiple-v0"} 
r,l,t
1.0,45,319.317249
0.0,4,319.323123
0.0,34,319.342109
0.0,1,319.351733
1.0,54,319.370409
0.0,46,319.385306
1.0,47,319.407366
0.0,29,319.421159
0.0,30,319.440165
0.0,52,319.455247
0.0,76,319.498946
1.0,74,319.513726
1.0,62,319.538476
0.0,96,319.574659
1.0,29,319.593144
0.0,55,319.608551
0.0,14,319.617268
0.0,13,319.630656
0.0,7,319.658319
0.0,11,319.664535
0.0,1,319.674324
0.0,45,319.690892
1.0,125,319.743505
1.0,54,319.756888
1.0,34,319.76972
0.0,9,319.782159
1.0,90,319.835045
0.0,27,319.850578
0.0,10,319.865745
1.0,17,319.876988
1.0,65,319.900034
0.0,68,319.916023
1.0,18,319.92592
0.0,6,319.934543
1.0,46,319.951835
0.0,7,319.957804
0.0,36,319.991445
0.0,20,320.01914
1.0,12,320.030906
0.0,3,320.05512
0.0,24,320.070854
1.0,15,320.08189
0.0,42,320.103101
0.0,6,320.11531
0.0,31,320.132208
0.0,5,320.140225
1.0,88,320.189626
0.0,4,320.201809
0.0,10,320.232591
0.0,5,320.242909
0.0,16,320.258052
0.0,8,320.266387
0.0,76,320.311135
0.0,43,320.323437
1.0,64,320.342469
0.0,60,320.379426
0.0,54,320.423962
0.0,26,320.438678
1.0,63,320.461576
1.0,14,320.470244
1.0,114,320.523182
0.0,47,320.538606
1.0,50,320.561188
0.0,38,320.576217
0.0,15,320.592767
0.0,31,320.607907
0.0,7,320.62302
0.0,18,320.635003
0.0,8,320.648515
0.0,65,320.66771
0.0,7,320.680549
0.0,41,320.688636
0.0,42,320.727322
0.0,47,320.743474
1.0,50,320.767511
0.0,78,320.789921
1.0,35,320.81055
0.0,17,320.821996
0.0,18,320.834182
0.0,16,320.847975
1.0,48,320.866841
0.0,4,320.880182
1.0,35,320.893795
0.0,8,320.904759
1.0,100,320.959093
1.0,12,320.96622
0.0,2,320.979306
0.0,3,320.989688
1.0,10,321.001328
0.0,24,321.028953
1.0,8,321.040764
0.0,15,321.047895
1.0,60,321.072494
0.0,1,321.083141
1.0,58,321.107727
0.0,51,321.126921
1.0,100,321.18314
0.0,3,321.196309
0.0,22,321.228716
0.0,40,321.240449
0.0,2,321.253194
0.0,40,321.264639
1.0,40,321.278589
0.0,13,321.305529
1.0,61,321.330343
0.0,120,321.375132
1.0,19,321.387224
0.0,4,321.412608
1.0,37,321.433553
0.0,26,321.448371
1.0,25,321.4672
0.0,15,321.478027
1.0,12,321.488994
0.0,24,321.514579
1.0,52,321.537634
0.0,12,321.543887
1.0,47,321.561691
0.0,6,321.572052
1.0,61,321.595256
0.0,7,321.619265
1.0,79,321.642344
0.0,16,321.655051
1.0,33,321.667587
1.0,17,321.676315
0.0,8,321.688744
0.0,9,321.696895
1.0,107,321.747463
0.0,20,321.756326
1.0,57,321.77901
0.0,36,321.80687
0.0,1,321.831111
0.0,16,321.856437
1.0,14,321.867695
0.0,47,321.884877
1.0,18,321.896613
0.0,22,321.926895
1.0,38,321.941018
1.0,32,321.953254
1.0,77,321.97665
1.0,70,321.98915
1.0,60,322.010152
0.0,45,322.025621
1.0,62,322.04965
1.0,11,322.058467
1.0,42,322.079279
0.0,97,322.099634
1.0,107,322.153351
0.0,22,322.18397
0.0,2,322.210548
1.0,72,322.225453
0.0,11,322.235085
0.0,7,322.248937
1.0,10,322.258511
0.0,15,322.270494
1.0,19,322.283058
0.0,38,322.299178
1.0,43,322.318229
0.0,2,322.331903
1.0,21,322.345109
0.0,30,322.35605
0.0,67,322.401373
0.0,32,322.429961
1.0,54,322.452078
0.0,22,322.46409
1.0,43,322.47855
0.0,9,322.492337
0.0,1,322.49843
0.0,25,322.506293
1.0,18,322.516046
0.0,3,322.528951
0.0,54,322.569175
0.0,12,322.582277
1.0,9,322.593325
0.0,13,322.600176
0.0,6,322.611395
0.0,57,322.645128
1.0,57,322.668099
0.0,33,322.676709
1.0,40,322.691334
0.0,5,322.697901
1.0,52,322.721927
1.0,72,322.739315
0.0,2,322.747302
1.0,64,322.766094
0.0,12,322.779236
0.0,1,322.789234
1.0,100,322.841113
0.0,17,322.852537
0.0,38,322.873763
0.0,98,322.893167
1.0,42,322.914316
0.0,14,322.944783
1.0,96,323.000399
0.0,9,323.011512
1.0,14,323.020654
0.0,3,323.031335
1.0,69,323.055336
0.0,4,323.063774
1.0,46,323.083926
0.0,10,323.092187
1.0,104,323.143253
0.0,24,323.172097
1.0,104,323.224169
0.0,8,323.237594
0.0,5,323.245934
0.0,21,323.27194
1.0,120,323.326018
0.0,31,323.336461
0.0,28,323.366746
0.0,5,323.377703
0.0,32,323.392699
0.0,13,323.403685
0.0,2,323.432092
0.0,5,323.44257
1.0,36,323.455357
0.0,26,323.469353
1.0,19,323.4809
0.0,29,323.488408
0.0,17,323.50611
0.0,21,323.535859
1.0,45,323.556529
0.0,52,323.574577
0.0,25,323.590475
0.0,13,323.618576
1.0,11,323.628012
0.0,2,323.656763
0.0,29,323.689561
0.0,16,323.702624
0.0,4,323.731082
0.0,8,323.737748
0.0,21,323.769749
0.0,3,323.780403
1.0,10,323.791213
0.0,92,323.83268
1.0,9,323.843735
0.0,80,323.875536
1.0,117,323.930379
0.0,22,323.958442
0.0,61,323.998804
0.0,7,324.01192
1.0,99,324.065155
0.0,7,324.09062
0.0,30,324.107534
0.0,37,324.122422
1.0,45,324.136936
0.0,6,324.152013
0.0,94,324.201887
0.0,37,324.230477
1.0,11,324.242503
0.0,7,324.250941
0.0,23,324.281377
0.0,50,324.295035
1.0,71,324.321826
0.0,1,324.348977
1.0,49,324.370969
0.0,10,324.382139
1.0,117,324.440307
0.0,10,324.446644
1.0,60,324.470707
1.0,68,324.483363
0.0,20,324.509246
0.0,199,324.556645
1.0,23,324.567159
0.0,37,324.583916
1.0,45,324.597636
0.0,10,324.606558
1.0,57,324.630277
0.0,57,324.646715
1.0,48,324.668064
0.0,39,324.681593
1.0,21,324.691854
0.0,35,324.719888
0.0,51,324.768286
0.0,16,324.781896
1.0,21,324.791738
1.0,81,324.81447
1.0,30,324.834437
0.0,11,324.845582
1.0,16,324.857058
0.0,60,324.889093
1.0,50,324.910916
0.0,3,324.921148
1.0,15,324.933476
0.0,18,324.947185
1.0,32,324.966587
0.0,3,324.97271
1.0,50,324.994987
0.0,38,325.007169
1.0,22,325.018956
0.0,4,325.027211
1.0,60,325.05091
1.0,79,325.068247
1.0,61,325.089287
0.0,46,325.104035
0.0,53,325.139549
0.0,48,325.15213
0.0,48,325.174252
0.0,83,325.189271
0.0,17,325.217176
1.0,23,325.238688
1.0,24,325.257154
0.0,7,325.267988
0.0,10,325.29777
1.0,23,325.30756
1.0,27,325.327374
0.0,3,325.338222
1.0,64,325.36319
0.0,65,325.394633
0.0,37,325.413959
0.0,6,325.426809
0.0,12,325.44076
0.0,60,325.454683
0.0,6,325.463052
0.0,33,325.478229
1.0,59,325.502455
0.0,8,325.512989
1.0,49,325.534062
0.0,50,325.56123
1.0,38,325.574629
1.0,87,325.590107
1.0,43,325.609581
0.0,13,325.638851
1.0,51,325.657192
0.0,28,325.683364
0.0,93,325.73325
0.0,5,325.760784
1.0,51,325.779195
0.0,4,325.791344
1.0,46,325.808744
1.0,78,325.830285
1.0,32,325.849473
0.0,9,325.864289
0.0,27,325.896033
0.0,11,325.908859
1.0,37,325.921808
1.0,32,325.932631
1.0,29,325.951857
0.0,13,325.962415
1.0,7,325.973056
0.0,60,326.003372
0.0,31,326.019386
0.0,45,326.035468
1.0,33,326.054226
1.0,156,326.073678
0.0,12,326.103487
1.0,40,326.120101
1.0,19,326.132133
0.0,14,326.145056
0.0,49,326.167172
0.0,28,326.196359
0.0,277,326.2254
0.0,21,326.237737
0.0,51,326.280339
0.0,45,326.295451
0.0,20,326.31115
0.0,26,326.324939
0.0,9,326.353499
0.0,4,326.368215
0.0,2,326.380805
0.0,11,326.391221
1.0,37,326.410184
0.0,12,326.436012
0.0,10,326.448912
0.0,13,326.455326
0.0,5,326.465462
0.0,34,326.475766
0.0,28,326.493816
0.0,39,326.505776
1.0,103,326.548934
0.0,8,326.562706
0.0,115,326.60663
0.0,19,326.633401
1.0,17,326.646231
0.0,25,326.662081
0.0,95,326.680834
0.0,12,326.692769
1.0,18,326.705637
0.0,8,326.719743
0.0,48,326.765487
0.0,21,326.772933
0.0,24,326.789877
0.0,5,326.816318
1.0,9,326.828379
0.0,13,326.840252
1.0,46,326.861675
0.0,23,326.892783
0.0,79,326.947676
0.0,21,326.976838
1.0,14,326.989496
0.0,28,327.024616
0.0,49,327.046758
0.0,22,327.054366
1.0,32,327.075038
0.0,15,327.086927
0.0,21,327.106983
0.0,18,327.119327
1.0,29,327.140591
0.0,62,327.159029
1.0,99,327.218919
0.0,2,327.250371
0.0,41,327.297913
0.0,9,327.304981
1.0,28,327.326203
0.0,43,327.345519
1.0,120,327.400373
0.0,59,327.418077
1.0,107,327.477348
0.0,21,327.507662
1.0,25,327.520277
0.0,61,327.536186
1.0,101,327.592591
0.0,10,327.599027
0.0,16,327.608186
0.0,8,327.621005
1.0,61,327.646592
0.0,58,327.678633
1.0,30,327.698849
0.0,18,327.710467
0.0,96,327.763186
1.0,17,327.773296
1.0,8,327.784995
0.0,14,327.796445
1.0,104,327.851837
0.0,85,327.875158
0.0,24,327.891555
0.0,42,327.904383
1.0,10,327.913338
0.0,27,327.92522
0.0,51,327.94413
0.0,7,327.957798
0.0,39,327.998834
1.0,11,328.007576
0.0,4,328.015795
0.0,6,328.026064
1.0,30,328.046145
0.0,40,328.078495
1.0,31,328.097659
0.0,14,328.108495
0.0,75,328.158101
0.0,13,328.16897
0.0,50,328.212458
0.0,37,328.240598
0.0,24,328.25699
0.0,6,328.282924
1.0,100,328.337165
0.0,16,328.348575
1.0,49,328.37232
0.0,14,328.381677
0.0,2,328.390457
1.0,20,328.400172
1.0,55,328.421794
0.0,71,328.442557
1.0,32,328.461796
0.0,49,328.475807
1.0,56,328.496719
0.0,62,328.512429
1.0,46,328.532943
0.0,27,328.545075
1.0,90,328.598489
0.0,14,328.613921
1.0,13,328.625239
0.0,27,328.658124
1.0,60,328.680329
0.0,2,328.690424
1.0,19,328.699707
0.0,4,328.711856
0.0,57,328.755902
0.0,12,328.765083
0.0,35,328.803131
0.0,23,328.828811
0.0,92,328.883318
0.0,31,328.897644
1.0,39,328.915018
0.0,34,328.942844
1.0,97,328.994361
0.0,2,329.018453
0.0,6,329.026683
0.0,16,329.036487
0.0,10,329.049612
0.0,2,329.057579
0.0,2,329.085329
0.0,11,329.095921
1.0,71,329.113207
0.0,8,329.119293
0.0,22,329.151168
0.0,14,329.163996
0.0,44,329.202532
1.0,66,329.218996
0.0,41,329.240939
0.0,48,329.256111
1.0,18,329.267741
0.0,10,329.295746
0.0,40,329.32273
0.0,2,329.328611
0.0,27,329.343575
0.0,37,329.355724
0.0,2,329.363947
0.0,40,329.394943
0.0,6,329.407398
0.0,46,329.422297
1.0,10,329.431478
0.0,45,329.445291
1.0,96,329.495979
0.0,28,329.507658
0.0,13,329.52293
0.0,21,329.537298
1.0,38,329.548503
0.0,22,329.577791
0.0,18,329.606761
1.0,16,329.615754
0.0,14,329.63151
1.0,18,329.639147
1.0,54,329.66218
0.0,11,329.675112
1.0,60,329.695984
0.0,64,329.714201
0.0,57,329.730533
0.0,18,329.756788
1.0,36,329.774063
0.0,33,329.784288
0.0,90,329.831562
0.0,43,329.840716
0.0,8,329.849154
0.0,32,329.879563
0.0,19,329.897545
0.0,11,329.925486
1.0,101,329.973842
0.0,12,329.984607
1.0,56,330.00717
0.0,3,330.017291
0.0,60,330.058442
0.0,76,330.077936
1.0,39,330.097349
1.0,19,330.104347
1.0,33,330.116817
0.0,62,330.13561
0.0,44,330.155751
0.0,27,330.16738
0.0,110,330.213851
1.0,56,330.225644
1.0,21,330.236286
0.0,62,330.246279
0.0,72,330.292691
0.0,51,330.307948
0.0,2,330.315843
0.0,10,330.328667
0.0,25,330.360872
0.0,14,330.368027
1.0,27,330.387132
0.0,3,330.399339
1.0,68,330.423162
1.0,6,330.434734
1.0,10,330.446935
1.0,29,330.456873
0.0,2,330.468985
0.0,13,330.479766
0.0,3,330.489867
1.0,53,330.50724
1.0,112,330.559562
0.0,32,330.578499
1.0,49,330.596458
0.0,71,330.627456
0.0,6,330.643552
0.0,8,330.670968
1.0,20,330.682563
0.0,13,330.688795
1.0,26,330.700639
0.0,12,330.727787
1.0,16,330.740122
0.0,71,330.777316
0.0,4,330.789467
0.0,40,330.817611
1.0,116,330.869061
0.0,23,330.883023
0.0,6,330.91022
0.0,2,330.937829
1.0,37,330.957209
0.0,25,330.970661
1.0,33,330.987562
0.0,7,331.011493
0.0,57,331.032152
0.0,2,331.045014
0.0,4,331.072091
0.0,21,331.100457
1.0,36,331.112985
0.0,9,331.123269
1.0,113,331.171935
0.0,1,331.181728
1.0,54,331.203639
0.0,60,331.232701
1.0,57,331.254695
0.0,29,331.264148
1.0,60,331.28705
0.0,17,331.293592
1.0,20,331.305283
0.0,21,331.333789
1.0,37,331.354969
0.0,2,331.384831
0.0,45,331.405869
0.0,1,331.416264
1.0,53,331.440392
0.0,15,331.447682
1.0,30,331.467199
0.0,12,331.493174
0.0,11,331.505838
1.0,49,331.523023
1.0,42,331.537012
0.0,11,331.562627
1.0,112,331.616982
0.0,38,331.651274
0.0,58,331.694218
0.0,31,331.708648
1.0,40,331.728443
0.0,19,331.742974
1.0,32,331.763515
1.0,32,331.774613
1.0,43,331.79587
0.0,24,331.822797
0.0,39,331.867
0.0,15,331.876448
1.0,7,331.888338
0.0,14,331.899198
1.0,12,331.908445
0.0,46,331.926907
1.0,63,331.952569
0.0,101,331.991577
1.0,72,332.011811
0.0,4,332.022836
1.0,107,332.076774
0.0,24,332.103019
1.0,9,332.114081
0.0,44,332.129285
1.0,64,332.154236
0.0,3,332.166667
1.0,11,332.178964
0.0,27,332.19365
0.0,4,332.202209
0.0,8,332.217123
1.0,45,332.238225
0.0,27,332.254453
1.0,57,332.275687
1.0,65,332.290094
0.0,44,332.309711
0.0,24,332.321351
1.0,44,332.338094
0.0,24,332.351965
1.0,46,332.372153
0.0,17,332.38365
1.0,36,332.402934
0.0,7,332.413217
1.0,51,332.433762
0.0,6,332.462216
1.0,63,332.485714
0.0,14,332.496475
1.0,119,332.546407
0.0,12,332.559163
1.0,44,332.577117
0.0,71,332.596076
1.0,87,332.647729
0.0,12,332.658547
1.0,29,332.677495
1.0,30,332.68947
1.0,40,332.70257
1.0,9,332.71101
0.0,60,332.748755
0.0,1,332.758556
0.0,11,332.786844
0.0,25,332.815283
1.0,130,332.867923
1.0,31,332.875935
1.0,43,332.895734
0.0,31,332.907801
1.0,75,332.932317
0.0,7,332.947987
1.0,45,332.959198
0.0,29,332.970845
1.0,97,333.017722
0.0,27,333.031851
1.0,6,333.043338
0.0,88,333.082336
1.0,43,333.095515
0.0,25,333.111268
0.0,18,333.128529
0.0,24,333.157844
1.0,15,333.16888
0.0,57,333.184612
0.0,33,333.203279
1.0,19,333.210038
1.0,36,333.230384
0.0,74,333.269997
1.0,79,333.294374
0.0,8,333.302636
1.0,64,333.321351
0.0,2,333.326934
1.0,39,333.340336
0.0,2,333.364135
0.0,2,333.371955
0.0,13,333.380584
1.0,11,333.391422
0.0,24,333.404744
0.0,69,333.450916
0.0,4,333.463103
1.0,15,333.474208
0.0,57,333.504249
1.0,92,333.552668
0.0,5,333.560729
0.0,2,333.587918
0.0,71,333.621112
0.0,12,333.658158
0.0,30,333.692091
0.0,12,333.721806
1.0,102,333.741542
1.0,49,333.764887
0.0,23,333.775698
0.0,15,333.793549
0.0,2,333.807716
1.0,46,333.830971
0.0,21,333.846279
0.0,72,333.896183
0.0,3,333.907573
0.0,37,333.921882
0.0,4,333.938209
1.0,112,333.990554
0.0,34,334.003313
0.0,60,334.047338
0.0,55,334.082001
0.0,94,334.132065
0.0,35,334.159657
0.0,25,334.191741
0.0,26,334.220718
1.0,47,334.242512
0.0,27,334.273731
1.0,123,334.324908
1.0,32,334.335356
1.0,52,334.356127
0.0,6,334.380685
1.0,118,334.431738
0.0,44,334.46202
1.0,62,334.483115
0.0,65,334.494737
1.0,46,334.514673
0.0,48,334.527594
0.0,4,334.540905
0.0,35,334.55508
1.0,60,334.575774
0.0,14,334.600884
1.0,120,334.653679
0.0,33,334.679949
0.0,5,334.69411
0.0,31,334.719588
1.0,33,334.739014
0.0,11,334.747736
0.0,5,334.759915
0.0,22,334.769069
1.0,8,334.780057
0.0,2,334.806943
1.0,63,334.82966
0.0,19,334.839205
1.0,42,334.859112
0.0,1,334.868901
1.0,11,334.879925
0.0,78,334.89657
1.0,46,334.91599
0.0,16,334.931066
1.0,41,334.949325
0.0,92,334.969223
0.0,18,334.982667
1.0,21,334.98973
0.0,6,335.002065
1.0,27,335.013687
0.0,25,335.025827
0.0,91,335.046452
0.0,31,335.062609
0.0,42,335.073094
1.0,42,335.086241
0.0,3,335.110521
1.0,61,335.128888
0.0,30,335.158709
1.0,8,335.16948
0.0,2,335.179647
0.0,42,335.200571
1.0,19,335.209912
0.0,33,335.228301
1.0,7,335.239719
1.0,31,335.258996
0.0,26,335.272688
1.0,19,335.284345
1.0,16,335.291175
1.0,92,335.343509
1.0,36,335.351627
0.0,46,335.387021
0.0,4,335.395026
1.0,57,335.417719
0.0,28,335.429489
0.0,18,335.446485
0.0,31,335.462679
1.0,29,335.474963
0.0,23,335.500474
0.0,12,335.529991
0.0,6,335.538999
0.0,54,335.579684
0.0,14,335.607949
1.0,41,335.620822
0.0,18,335.650574
1.0,17,335.661652
0.0,11,335.670162
0.0,45,335.711749
1.0,20,335.720917
1.0,62,335.74508
0.0,80,335.762194
0.0,2,335.774444
0.0,8,335.787084
1.0,49,335.809149
0.0,20,335.824285
1.0,27,335.843884
1.0,51,335.86369
1.0,118,335.913405
0.0,43,335.926202
1.0,34,335.939984
0.0,9,335.949061
0.0,64,335.989596
0.0,18,336.002634
0.0,55,336.045686
0.0,9,336.05835
0.0,83,336.104768
0.0,63,336.12057
1.0,12,336.131208
1.0,21,336.14158
0.0,42,336.176417
0.0,15,336.200976
1.0,19,336.21238
0.0,6,336.218289
1.0,91,336.270666
0.0,37,336.285106
1.0,69,336.306398
0.0,1,336.311976
0.0,3,336.319825
0.0,3,336.348219
0.0,20,336.381763
0.0,5,336.393975
1.0,43,336.406827
0.0,7,336.412934
0.0,10,336.426065
0.0,10,336.436959
1.0,81,336.461906
0.0,29,336.491105
1.0,13,336.50192
0.0,21,336.517254
0.0,30,336.533612
0.0,8,336.545126
1.0,6,336.555728
0.0,3,336.56762
1.0,52,336.590131
0.0,2,336.602092
1.0,37,336.614854
0.0,41,336.629384
1.0,43,336.641646
0.0,3,336.669335
1.0,65,336.690896
0.0,4,336.700818
1.0,113,336.749725
0.0,11,336.760218
1.0,75,336.784195
0.0,31,336.799895
0.0,60,336.845579
0.0,4,336.853891
0.0,59,336.877631
0.0,11,336.906535
1.0,76,336.931103
0.0,6,336.956915
1.0,40,336.969738
0.0,16,336.978739
1.0,64,337.002292
0.0,11,337.015101
1.0,37,337.023458
0.0,14,337.032019
0.0,26,337.049667
0.0,23,337.063095
1.0,72,337.08517
0.0,18,337.093931
0.0,9,337.108617
0.0,35,337.122939
1.0,74,337.148272
0.0,12,337.163297
1.0,50,337.183888
0.0,18,337.19711
1.0,34,337.215994
0.0,9,337.246821
1.0,45,337.267009
0.0,5,337.2774
0.0,51,337.319907
0.0,10,337.328351
1.0,69,337.353157
0.0,18,337.366512
0.0,31,337.37703
1.0,31,337.387809
1.0,36,337.407454
0.0,11,337.420193
1.0,41,337.43821
0.0,9,337.452111
1.0,25,337.470495
0.0,44,337.50016
1.0,41,337.511001
1.0,30,337.52073
1.0,32,337.538213
0.0,1,337.544361
0.0,57,337.566975
0.0,4,337.575688
0.0,54,337.618603
0.0,2,337.626513
1.0,31,337.640067
0.0,14,337.66906
0.0,59,337.692322
1.0,31,337.702279
1.0,14,337.711369
0.0,41,337.744529
0.0,47,337.78292
0.0,4,337.795148
1.0,94,337.848719
1.0,32,337.85646
1.0,63,337.878064
0.0,32,337.904241
0.0,66,337.947074
0.0,14,337.975877
1.0,51,337.993976
0.0,6,337.999987
1.0,43,338.019779
0.0,8,338.028065
0.0,19,338.039885
0.0,32,338.047981
1.0,10,338.059014
0.0,2,338.071314
1.0,46,338.091898
0.0,2,338.104034
1.0,64,338.126923
0.0,8,338.155949
0.0,17,338.168863
0.0,13,338.175768
1.0,37,338.195431
0.0,16,338.210695
1.0,16,338.21761
0.0,2,338.229703
0.0,27,338.261955
0.0,2,338.289948
1.0,107,338.34408
0.0,58,338.359766
1.0,69,338.384587
0.0,2,338.394398
1.0,11,338.405353
0.0,32,338.419817
1.0,28,338.438947
0.0,68,338.455944
1.0,113,338.507467
1.0,33,338.515504
1.0,13,338.526464
0.0,38,338.539137
1.0,49,338.559699
0.0,10,338.570188
1.0,75,338.59554
0.0,6,338.619847
1.0,41,338.641716
0.0,5,338.654626
1.0,9,338.665407
0.0,68,338.68436
1.0,57,338.707302
0.0,17,338.73544
1.0,46,338.758656
1.0,87,338.778579
1.0,53,338.795003
0.0,20,338.822916
1.0,17,338.834516
0.0,12,338.848455
1.0,19,338.86007
0.0,20,338.871144
0.0,18,338.899809
0.0,7,338.905805
0.0,54,338.928004
1.0,20,338.935505
1.0,9,338.947203
0.0,26,338.954563
1.0,113,339.008196
0.0,19,339.036643
1.0,124,339.090993
1.0,34,339.100886
0.0,11,339.131133
0.0,13,339.14325
0.0,46,339.165322
0.0,19,339.179425
1.0,29,339.198402
0.0,29,339.212105
0.0,2,339.239803
0.0,22,339.247524
1.0,32,339.260236
1.0,41,339.27076
1.0,42,339.284838
0.0,2,339.294777
1.0,27,339.313109
0.0,76,339.327635
0.0,2,339.340695
0.0,23,339.367121
1.0,37,339.380995
0.0,15,339.393933
0.0,18,339.409268
0.0,41,339.423966
1.0,11,339.435224
0.0,10,339.444813
1.0,49,339.46569
0.0,24,339.477326
0.0,11,339.488383
0.0,70,339.525296
1.0,10,339.536591
0.0,11,339.546079
1.0,71,339.569859
0.0,50,339.601079
0.0,75,339.648325
1.0,25,339.658047
1.0,36,339.670948
0.0,12,339.680247
0.0,30,339.69702
0.0,10,339.709841
1.0,38,339.722575
0.0,4,339.732626
0.0,102,339.785714
0.0,11,339.796347
0.0,16,339.80751
0.0,18,339.82084
1.0,41,339.834165
1.0,104,339.856478
0.0,23,339.874874
0.0,14,339.888522
1.0,40,339.908258
0.0,6,339.920754
0.0,16,339.93626
0.0,69,339.951735
1.0,19,339.963384
0.0,3,339.973578
1.0,10,339.985191
0.0,14,339.998174
0.0,16,340.015656
0.0,6,340.021714
0.0,12,340.036883
0.0,7,340.04373
1.0,54,340.058319
0.0,6,340.064301
1.0,102,340.117043
0.0,7,340.129637
0.0,6,340.143161
0.0,27,340.157334
1.0,65,340.181227
0.0,12,340.208433
1.0,23,340.220342
0.0,42,340.237821
0.0,16,340.254335
0.0,24,340.283075
0.0,13,340.311367
0.0,9,340.324167
0.0,13,340.334771
0.0,5,340.360542
1.0,32,340.380625
1.0,40,340.399859
1.0,45,340.413343
0.0,7,340.423769
1.0,106,340.478888
0.0,105,340.517135
1.0,36,340.536427
1.0,11,340.548335
1.0,109,340.599779
0.0,8,340.61237
0.0,32,340.645404
0.0,7,340.671089
0.0,9,340.700012
0.0,5,340.712332
0.0,28,340.745454
0.0,2,340.751589
0.0,35,340.792183
0.0,2,340.819673
1.0,10,340.828607
0.0,106,340.866525
1.0,70,340.889575
0.0,12,340.902623
1.0,89,340.956828
0.0,13,340.971889
1.0,29,340.991048
1.0,69,341.005429
1.0,42,341.016506
0.0,48,341.029449
1.0,38,341.050073
0.0,7,341.058548
1.0,38,341.076076
0.0,45,341.106977
1.0,65,341.128555
0.0,73,341.139152
0.0,2,341.167271
0.0,1,341.177455
0.0,49,341.217593
0.0,21,341.249171
0.0,32,341.267744
0.0,20,341.279103
0.0,29,341.313202
0.0,30,341.329511
1.0,92,341.384091
0.0,4,341.411429
0.0,6,341.441535
0.0,23,341.455612
1.0,76,341.48002
0.0,2,341.490365
1.0,107,341.543545
0.0,11,341.55684
0.0,86,341.607188
0.0,14,341.619976
1.0,129,341.674055
0.0,8,341.701638
0.0,6,341.713984
0.0,2,341.723778
1.0,35,341.736733
0.0,20,341.763729
0.0,32,341.794093
0.0,1,341.799724
1.0,30,341.818473
0.0,31,341.833681
1.0,45,341.853395
0.0,9,341.864363
1.0,102,341.919164
0.0,1,341.929734
1.0,28,341.947329
0.0,10,341.953801
1.0,40,341.967048
0.0,17,341.973884
1.0,48,341.995286
0.0,16,342.008523
0.0,13,342.017312
0.0,57,342.032953
0.0,14,342.047018
0.0,6,342.060039
0.0,4,342.073032
1.0,17,342.082658
1.0,44,342.096087
0.0,16,342.106905
1.0,46,342.129412
0.0,2,342.142464
0.0,7,342.153616
0.0,91,342.193576
1.0,68,342.217344
1.0,12,342.226013
1.0,33,342.246176
1.0,24,342.256338
0.0,32,342.266679
1.0,34,342.277057
0.0,2,342.289889
0.0,13,342.300628
0.0,10,342.315683
0.0,41,342.349027
1.0,7,342.359983
0.0,75,342.39612
1.0,94,342.444473
0.0,28,342.473783
0.0,15,342.487699
0.0,60,342.505654
0.0,18,342.517066
0.0,14,342.530397
1.0,15,342.542052
0.0,59,342.576475
0.0,41,342.613811
0.0,2,342.623968
0.0,2,342.636871
0.0,6,342.64352
1.0,44,342.657471
0.0,6,342.66561
1.0,17,342.677241
0.0,18,342.706579
1.0,26,342.725192
1.0,87,342.751864
0.0,24,342.791359
0.0,9,342.817256
1.0,44,342.838669
0.0,12,342.854651
0.0,25,342.873094
0.0,7,342.882046
1.0,76,342.904873
0.0,54,342.920456
0.0,82,342.967303
0.0,7,342.973443
0.0,7,343.00197
0.0,3,343.02593
1.0,49,343.046402
0.0,39,343.061272
0.0,89,343.10779
0.0,15,343.114271
0.0,12,343.129182
0.0,28,343.14385
0.0,20,343.159988
0.0,20,343.170876
1.0,93,343.222419
0.0,8,343.228445
0.0,5,343.241497
0.0,1,343.267844
1.0,78,343.29175
1.0,38,343.299936
1.0,57,343.32291
0.0,2,343.351084
0.0,7,343.363569
0.0,21,343.390568
0.0,14,343.406268
0.0,2,343.430758
0.0,14,343.444436
0.0,87,343.462376
0.0,9,343.490873
0.0,14,343.50293
1.0,40,343.517787
0.0,14,343.53019
1.0,47,343.552437
0.0,2,343.565428
0.0,3,343.595439
1.0,45,343.610958
0.0,30,343.625952
0.0,16,343.637476
0.0,82,343.689972
0.0,16,343.701718
1.0,8,343.712956
0.0,40,343.724119
1.0,45,343.745451
0.0,9,343.756837
0.0,107,343.811921
1.0,77,343.824946
1.0,50,343.848884
0.0,15,343.862846
1.0,84,343.886642
0.0,12,343.911825
1.0,10,343.92344
0.0,2,343.933828
0.0,79,343.946082
0.0,18,343.953146
1.0,44,343.972909
0.0,14,343.988231
1.0,31,344.004777
0.0,20,344.035596
1.0,102,344.089588
0.0,11,344.100221
0.0,2,344.112208
0.0,16,344.125056
1.0,96,344.172732
0.0,11,344.1879
1.0,43,344.201102
0.0,2,344.208916
0.0,17,344.21779
0.0,4,344.223611
1.0,46,344.246208
0.0,6,344.261081
1.0,118,344.31445
0.0,15,344.325157
1.0,119,344.380942
0.0,13,344.396464
1.0,9,344.405246
0.0,18,344.418478
1.0,18,344.436496
1.0,68,344.456836
0.0,2,344.464707
0.0,14,344.477952
0.0,24,344.488046
0.0,63,344.519176
1.0,18,344.537245
1.0,53,344.55672
1.0,36,344.576125
0.0,8,344.585249
1.0,96,344.640937
1.0,39,344.657363
0.0,7,344.671355
0.0,2,344.701468
