# {"t_start": 1755705826.1284919, "env_id": "Office-new-multiple-v0"} 
r,l,t
1.0,124,344.757665
0.0,53,344.775544
1.0,67,344.800009
0.0,52,344.816296
1.0,31,344.836664
0.0,19,344.863899
0.0,35,344.895575
0.0,27,344.905094
1.0,45,344.925328
0.0,6,344.935801
1.0,37,344.956789
0.0,7,344.967361
1.0,45,344.988455
0.0,15,345.016282
1.0,24,345.026542
1.0,33,345.038886
1.0,18,345.058294
0.0,15,345.069026
0.0,23,345.098843
1.0,91,345.11237
1.0,6,345.122921
0.0,12,345.129329
1.0,61,345.151243
1.0,12,345.163909
1.0,45,345.186459
0.0,9,345.214754
0.0,30,345.227982
0.0,68,345.241205
0.0,35,345.263552
0.0,2,345.275865
0.0,63,345.317314
0.0,2,345.329597
1.0,31,345.349697
0.0,6,345.358938
0.0,39,345.380046
0.0,33,345.411031
0.0,104,345.466851
0.0,40,345.481717
1.0,12,345.491019
0.0,8,345.499774
1.0,94,345.555606
0.0,15,345.582075
0.0,76,345.631707
0.0,1,345.642622
1.0,31,345.66222
0.0,8,345.690226
0.0,14,345.720631
0.0,44,345.735344
0.0,8,345.744164
0.0,30,345.757033
0.0,63,345.778394
0.0,30,345.786323
1.0,41,345.806016
0.0,34,345.818135
1.0,52,345.839061
0.0,1,345.850185
1.0,43,345.869266
0.0,19,345.896605
1.0,15,345.905856
0.0,62,345.922109
1.0,14,345.934387
0.0,145,345.972844
1.0,59,345.996922
0.0,3,346.007102
0.0,90,346.058751
0.0,61,346.076948
0.0,22,346.092814
0.0,5,346.100891
1.0,18,346.112389
0.0,1,346.136561
0.0,2,346.149967
0.0,22,346.163716
0.0,68,346.209071
0.0,54,346.22267
1.0,30,346.239493
0.0,2,346.253053
1.0,51,346.264726
0.0,1,346.29114
1.0,28,346.310056
0.0,5,346.316028
0.0,42,346.357942
0.0,3,346.363743
1.0,30,346.383412
0.0,20,346.395207
1.0,14,346.406677
0.0,4,346.419162
1.0,8,346.427845
0.0,14,346.438581
1.0,21,346.451471
0.0,54,346.467119
1.0,73,346.491249
0.0,19,346.500208
0.0,12,346.515348
0.0,12,346.526074
1.0,55,346.545897
0.0,6,346.558968
0.0,47,346.576603
0.0,2,346.601904
1.0,118,346.656637
0.0,47,346.684143
0.0,67,346.727043
0.0,53,346.767601
0.0,65,346.808581
0.0,59,346.826507
1.0,122,346.884103
0.0,2,346.909472
1.0,69,346.93384
0.0,36,346.951919
1.0,41,346.972276
0.0,25,346.984348
1.0,43,347.004606
1.0,12,347.010942
0.0,21,347.026622
0.0,38,347.039043
1.0,36,347.051153
0.0,2,347.057257
1.0,51,347.075573
0.0,11,347.081987
0.0,51,347.125069
0.0,22,347.151901
1.0,19,347.16373
0.0,4,347.176088
1.0,104,347.230376
0.0,33,347.242968
1.0,40,347.26395
0.0,6,347.291692
1.0,20,347.30338
0.0,1,347.313654
1.0,28,347.33278
0.0,18,347.345071
1.0,34,347.365947
0.0,16,347.395718
1.0,95,347.447386
0.0,4,347.456441
0.0,16,347.465439
0.0,29,347.491541
0.0,68,347.530069
0.0,30,347.558458
1.0,39,347.5716
0.0,2,347.581801
0.0,7,347.593054
0.0,16,347.606706
1.0,10,347.618222
0.0,2,347.628934
0.0,6,347.65998
0.0,9,347.688201
1.0,40,347.707576
0.0,14,347.721736
0.0,2,347.730499
1.0,33,347.741534
1.0,49,347.76474
0.0,30,347.779144
0.0,72,347.822811
0.0,8,347.836034
1.0,80,347.862409
0.0,6,347.875944
1.0,38,347.890112
0.0,17,347.903868
0.0,10,347.917098
0.0,8,347.927488
1.0,18,347.939254
0.0,43,347.970546
0.0,34,347.991994
0.0,9,348.002438
1.0,41,348.022212
0.0,28,348.036295
0.0,31,348.049713
0.0,31,348.064405
1.0,123,348.114317
0.0,38,348.140606
1.0,38,348.160851
0.0,20,348.171693
1.0,22,348.181314
0.0,70,348.212719
1.0,7,348.223316
0.0,32,348.239363
1.0,59,348.263463
0.0,1,348.268983
1.0,9,348.279576
1.0,82,348.295051
1.0,43,348.308197
0.0,12,348.335645
1.0,39,348.349294
0.0,6,348.36224
1.0,12,348.371535
0.0,12,348.385216
0.0,20,348.403491
0.0,26,348.431946
0.0,14,348.445062
0.0,20,348.476546
0.0,6,348.489466
0.0,4,348.497411
0.0,82,348.546387
0.0,3,348.552664
1.0,115,348.608083
0.0,10,348.616999
1.0,13,348.629143
0.0,5,348.655515
1.0,95,348.706597
0.0,55,348.722754
1.0,8,348.733516
0.0,11,348.739878
0.0,9,348.756047
0.0,68,348.797471
0.0,35,348.816457
0.0,39,348.83293
1.0,14,348.844354
1.0,54,348.863505
1.0,12,348.875559
0.0,12,348.889542
1.0,39,348.910366
0.0,57,348.947664
0.0,10,348.964302
0.0,52,348.994267
0.0,12,349.010226
0.0,1,349.020788
1.0,42,349.041845
0.0,20,349.056341
1.0,93,349.113638
0.0,7,349.14321
0.0,2,349.168988
0.0,8,349.17939
1.0,52,349.198574
0.0,57,349.212671
1.0,14,349.222452
0.0,18,349.230039
1.0,108,349.282604
0.0,73,349.304821
0.0,2,349.312967
0.0,75,349.354238
1.0,28,349.373743
0.0,28,349.38818
1.0,19,349.397662
0.0,12,349.404092
0.0,51,349.424407
1.0,98,349.442566
1.0,56,349.464103
0.0,37,349.490872
0.0,42,349.508042
0.0,18,349.516893
0.0,13,349.529765
0.0,15,349.540734
1.0,43,349.555183
0.0,2,349.560894
1.0,15,349.572162
0.0,6,349.600571
1.0,36,349.619957
0.0,3,349.62985
0.0,23,349.646308
1.0,30,349.661347
1.0,50,349.679371
1.0,23,349.6909
1.0,12,349.699834
0.0,69,349.716434
0.0,21,349.734341
0.0,36,349.762552
0.0,8,349.770923
0.0,12,349.781551
1.0,10,349.790465
0.0,2,349.802556
0.0,10,349.808733
0.0,48,349.823654
0.0,27,349.861694
0.0,1,349.871695
1.0,38,349.891495
1.0,30,349.901272
0.0,2,349.913626
0.0,4,349.923931
1.0,46,349.947227
0.0,6,349.958679
1.0,70,349.983057
0.0,15,349.996369
0.0,39,350.036491
0.0,55,350.050822
0.0,13,350.064629
0.0,31,350.080931
0.0,10,350.106
0.0,18,350.112931
1.0,53,350.135387
0.0,73,350.151288
1.0,52,350.170869
0.0,42,350.18468
0.0,50,350.227543
0.0,19,350.235116
1.0,119,350.29229
0.0,41,350.306051
1.0,17,350.318523
0.0,74,350.361529
1.0,67,350.387631
1.0,53,350.401852
1.0,56,350.425486
0.0,41,350.44078
1.0,46,350.453386
0.0,2,350.466419
1.0,21,350.478546
0.0,8,350.489567
1.0,7,350.501038
0.0,29,350.518066
1.0,34,350.531771
0.0,14,350.538894
1.0,51,350.56159
0.0,23,350.573836
0.0,81,350.627803
0.0,5,350.636791
1.0,7,350.648383
0.0,47,350.66675
0.0,7,350.677518
0.0,2,350.685767
0.0,17,350.698063
0.0,9,350.729545
0.0,43,350.773787
1.0,29,350.785956
0.0,50,350.825311
0.0,10,350.838312
1.0,16,350.850629
1.0,81,350.866589
1.0,110,350.922017
0.0,25,350.935785
1.0,40,350.956793
1.0,33,350.96697
1.0,25,350.985428
0.0,21,351.011287
0.0,95,351.061418
0.0,11,351.074402
0.0,39,351.085483
0.0,4,351.096043
1.0,74,351.118127
0.0,6,351.129009
1.0,47,351.153822
0.0,60,351.168158
1.0,116,351.222184
0.0,50,351.238925
1.0,77,351.265551
0.0,1,351.27633
1.0,15,351.28588
0.0,13,351.312296
1.0,11,351.323558
0.0,34,351.351938
0.0,2,351.365085
0.0,49,351.380518
1.0,15,351.392884
0.0,4,351.405625
0.0,46,351.425685
1.0,33,351.433273
1.0,33,351.451113
0.0,62,351.472139
1.0,130,351.525033
1.0,37,351.53984
0.0,32,351.575004
0.0,7,351.603134
1.0,29,351.622164
0.0,26,351.639064
0.0,3,351.667948
0.0,20,351.677002
0.0,6,351.68975
0.0,1,351.695501
1.0,47,351.717889
0.0,10,351.728328
1.0,40,351.741438
0.0,17,351.756231
1.0,27,351.772788
0.0,10,351.785745
1.0,71,351.809946
0.0,47,351.822641
1.0,44,351.837761
0.0,30,351.865555
1.0,52,351.884265
0.0,18,351.898077
0.0,77,351.947695
0.0,5,351.954501
1.0,16,351.963865
0.0,41,351.979059
1.0,41,351.999077
0.0,25,352.015338
1.0,15,352.026721
0.0,22,352.040561
0.0,118,352.094335
0.0,37,352.104613
1.0,42,352.118127
0.0,9,352.142928
0.0,24,352.160235
0.0,3,352.170247
0.0,172,352.192643
0.0,4,352.198598
0.0,6,352.226377
0.0,7,352.23892
0.0,2,352.249445
0.0,4,352.260334
1.0,71,352.28431
0.0,3,352.29266
0.0,2,352.30526
0.0,6,352.315559
0.0,82,352.362672
0.0,24,352.376273
0.0,25,352.40558
0.0,11,352.418395
0.0,9,352.4314
0.0,10,352.457311
1.0,12,352.466152
0.0,7,352.472111
0.0,73,352.520976
0.0,2,352.530824
1.0,20,352.542307
0.0,5,352.553556
1.0,57,352.572044
0.0,1,352.596402
0.0,6,352.608757
0.0,32,352.620778
1.0,64,352.646004
0.0,5,352.657278
1.0,39,352.672267
0.0,42,352.68795
1.0,31,352.704584
1.0,16,352.713898
0.0,35,352.733734
0.0,74,352.75423
1.0,67,352.777833
0.0,4,352.790572
0.0,9,352.820285
0.0,56,352.832608
1.0,49,352.855188
0.0,4,352.868901
0.0,37,352.887405
0.0,31,352.916981
1.0,6,352.928705
0.0,81,352.952468
0.0,89,353.003963
0.0,2,353.010212
1.0,58,353.034424
0.0,2,353.042836
1.0,102,353.096936
0.0,6,353.110417
1.0,56,353.131996
0.0,20,353.159592
1.0,47,353.180801
0.0,22,353.195179
1.0,29,353.212349
0.0,2,353.223001
0.0,10,353.232451
0.0,72,353.266713
1.0,9,353.277723
0.0,9,353.288454
1.0,33,353.301572
0.0,111,353.344274
1.0,18,353.356757
0.0,62,353.368594
1.0,37,353.382157
0.0,39,353.395106
1.0,72,353.419282
0.0,5,353.431986
0.0,11,353.447109
0.0,1,353.457605
0.0,21,353.473044
1.0,21,353.48208
1.0,19,353.494302
0.0,28,353.501503
1.0,9,353.512358
0.0,31,353.520007
0.0,51,353.56083
0.0,15,353.569656
0.0,8,353.586131
0.0,123,353.625452
1.0,106,353.681129
0.0,1,353.691785
1.0,79,353.71639
0.0,21,353.742169
1.0,65,353.767122
0.0,22,353.781385
0.0,48,353.804327
0.0,10,353.814875
1.0,32,353.834063
0.0,92,353.872122
1.0,9,353.88363
1.0,67,353.894255
1.0,26,353.904428
0.0,29,353.916342
0.0,82,353.967113
0.0,26,353.980691
0.0,17,354.011974
0.0,23,354.018915
0.0,19,354.034393
0.0,18,354.045439
1.0,10,354.05743
0.0,27,354.066823
0.0,25,354.080578
0.0,58,354.111382
1.0,21,354.1234
0.0,56,354.141647
0.0,13,354.154007
0.0,33,354.183717
0.0,13,354.195067
0.0,35,354.202843
0.0,58,354.225211
0.0,47,354.258527
1.0,51,354.27857
0.0,27,354.29066
1.0,61,354.313828
0.0,25,354.325307
0.0,116,354.378953
0.0,48,354.392911
0.0,17,354.40895
0.0,10,354.419381
0.0,2,354.446772
0.0,63,354.481
0.0,2,354.493689
0.0,8,354.504061
0.0,26,354.519819
0.0,2,354.527655
0.0,47,354.566881
0.0,5,354.57481
1.0,111,354.629395
0.0,1,354.640013
0.0,20,354.669307
0.0,67,354.698618
0.0,73,354.747132
0.0,10,354.773351
1.0,116,354.824966
0.0,24,354.852334
1.0,66,354.876814
0.0,4,354.88553
0.0,20,354.899758
0.0,70,354.916328
1.0,23,354.926319
0.0,9,354.934799
0.0,21,354.951032
0.0,2,354.95733
0.0,26,354.973476
0.0,31,354.990875
0.0,52,355.013195
0.0,54,355.043997
1.0,10,355.055959
0.0,54,355.085327
1.0,34,355.098713
0.0,26,355.112367
1.0,20,355.12432
0.0,42,355.137145
1.0,48,355.160699
0.0,16,355.171408
1.0,51,355.194981
0.0,21,355.2084
0.0,10,355.236301
0.0,21,355.266642
1.0,37,355.286725
0.0,29,355.299437
1.0,35,355.316959
0.0,50,355.332265
0.0,4,355.362165
0.0,3,355.375317
0.0,3,355.386239
0.0,6,355.39942
1.0,16,355.409016
0.0,6,355.420264
0.0,54,355.459359
0.0,4,355.467458
0.0,2,355.49667
0.0,11,355.507895
1.0,65,355.531924
0.0,11,355.538509
1.0,58,355.563208
0.0,16,355.578726
1.0,20,355.58895
0.0,64,355.603399
0.0,6,355.628518
1.0,84,355.647358
1.0,104,355.696161
0.0,21,355.703131
0.0,6,355.731533
0.0,39,355.746791
0.0,40,355.785501
0.0,40,355.798917
1.0,41,355.819206
0.0,18,355.832521
1.0,95,355.886151
1.0,84,355.909132
1.0,30,355.928741
0.0,13,355.95838
0.0,90,356.00556
0.0,19,356.01247
0.0,9,356.025374
0.0,14,356.05426
1.0,118,356.107351
0.0,108,356.128211
1.0,55,356.152631
0.0,5,356.159204
1.0,43,356.179876
0.0,12,356.206127
1.0,17,356.217661
0.0,17,356.230748
1.0,96,356.281607
0.0,27,356.296014
1.0,35,356.315006
0.0,10,356.327721
0.0,17,356.358453
0.0,10,356.365545
0.0,21,356.383129
0.0,7,356.409744
1.0,43,356.431168
0.0,76,356.449451
0.0,47,356.488136
0.0,21,356.500012
1.0,103,356.549446
1.0,16,356.558963
1.0,17,356.570441
0.0,21,356.586686
1.0,33,356.599171
0.0,2,356.608967
0.0,79,356.657537
0.0,60,356.67139
0.0,54,356.715587
0.0,27,356.728432
0.0,15,356.742042
0.0,2,356.754772
0.0,43,356.777065
0.0,9,356.805273
1.0,61,356.829574
0.0,2,356.840294
1.0,33,356.860496
0.0,2,356.885698
0.0,54,356.927892
0.0,40,356.938804
0.0,9,356.954175
0.0,46,356.965358
1.0,39,356.978289
0.0,5,357.003767
1.0,37,357.023231
0.0,8,357.029409
1.0,40,357.040816
0.0,18,357.054865
1.0,106,357.164429
0.0,5,357.175012
1.0,38,357.19162
0.0,7,357.20491
1.0,35,357.22113
0.0,5,357.237191
1.0,36,357.253999
0.0,21,357.271912
1.0,62,357.303133
0.0,18,357.317665
1.0,127,357.382628
1.0,60,357.397799
0.0,110,357.466992
0.0,39,357.485368
1.0,55,357.51404
0.0,12,357.527531
0.0,65,357.579209
0.0,6,357.591279
0.0,53,357.639665
0.0,4,357.65411
1.0,64,357.681457
0.0,1000,357.764509
1.0,52,357.789457
0.0,66,357.812214
1.0,12,357.824508
0.0,32,357.855807
1.0,12,357.868095
0.0,28,357.883307
1.0,20,357.896167
0.0,15,357.905804
0.0,4,357.935657
0.0,4,357.948833
0.0,4,357.957707
0.0,58,357.976605
1.0,118,358.030311
0.0,4,358.038817
0.0,2,358.051654
0.0,7,358.062903
0.0,12,358.09158
0.0,6,358.102058
1.0,119,358.153473
0.0,53,358.165675
1.0,21,358.175357
0.0,19,358.184471
1.0,44,358.198944
0.0,20,358.226712
0.0,2,358.235307
0.0,10,358.251244
1.0,76,358.277905
0.0,12,358.287484
0.0,33,358.330093
0.0,39,358.345618
1.0,53,358.363373
0.0,24,358.378203
0.0,19,358.393064
0.0,20,358.423142
1.0,47,358.444279
0.0,5,358.453111
1.0,72,358.478499
0.0,53,358.512532
0.0,4,358.523757
0.0,26,358.53849
1.0,73,358.562901
0.0,7,358.576869
1.0,39,358.59856
0.0,83,358.633324
1.0,51,358.656163
1.0,73,358.674187
1.0,72,358.700478
0.0,35,358.715838
1.0,42,358.736685
0.0,2,358.76657
0.0,39,358.807032
0.0,1,358.813367
1.0,42,358.835427
0.0,22,358.863839
0.0,39,358.904926
0.0,6,358.918686
1.0,41,358.933026
0.0,9,358.94651
1.0,51,358.966664
0.0,73,358.986377
1.0,98,359.042443
0.0,93,359.088204
1.0,12,359.100544
0.0,17,359.127584
0.0,27,359.157484
0.0,11,359.168848
0.0,7,359.181953
0.0,62,359.20419
0.0,2,359.217355
0.0,53,359.249513
1.0,40,359.271172
0.0,20,359.299214
1.0,57,359.324039
0.0,31,359.337306
1.0,105,359.397088
0.0,22,359.412271
0.0,67,359.459574
0.0,65,359.477519
0.0,29,359.497344
0.0,15,359.504371
0.0,56,359.529225
0.0,64,359.560701
1.0,40,359.581018
0.0,2,359.610333
1.0,32,359.623969
0.0,26,359.636817
1.0,12,359.646847
1.0,27,359.655388
1.0,45,359.677698
0.0,41,359.691646
1.0,11,359.703754
0.0,7,359.729592
0.0,2,359.737766
0.0,12,359.765274
1.0,47,359.786035
0.0,30,359.802708
1.0,22,359.814625
0.0,20,359.826092
1.0,9,359.837232
0.0,28,359.847418
0.0,30,359.868036
0.0,4,359.876956
1.0,43,359.88614
1.0,41,359.901186
0.0,37,359.921712
0.0,59,359.940383
0.0,4,359.951967
0.0,20,359.964674
0.0,14,359.998056
0.0,34,360.033945
0.0,2,360.064296
0.0,55,360.081344
1.0,39,360.100421
0.0,17,360.114728
1.0,29,360.132278
0.0,92,360.151332
0.0,4,360.160217
0.0,64,360.181209
0.0,93,360.234731
0.0,24,360.24627
0.0,41,360.267309
0.0,32,360.295877
0.0,37,360.310837
0.0,2,360.338481
1.0,103,360.391373
1.0,29,360.40166
1.0,27,360.420485
0.0,6,360.448307
1.0,62,360.473042
0.0,26,360.487015
1.0,8,360.498117
0.0,5,360.508343
0.0,30,360.526899
0.0,28,360.55659
1.0,52,360.571169
1.0,8,360.579471
1.0,9,360.591034
0.0,16,360.602186
1.0,15,360.613666
0.0,7,360.624438
1.0,122,360.681051
0.0,21,360.69601
1.0,112,360.751806
0.0,28,360.769738
1.0,104,360.827639
1.0,87,360.847024
0.0,30,360.865218
0.0,38,360.881053
0.0,7,360.896896
0.0,3,360.908235
0.0,51,360.930009
0.0,30,360.947733
1.0,34,360.968637
0.0,41,361.003682
1.0,55,361.028712
0.0,16,361.060066
1.0,37,361.080709
0.0,42,361.099013
1.0,21,361.112162
0.0,77,361.13099
1.0,76,361.157341
0.0,33,361.185132
1.0,42,361.199431
1.0,27,361.212214
0.0,187,361.253103
1.0,27,361.261442
0.0,15,361.276023
0.0,25,361.291067
0.0,2,361.299973
0.0,4,361.325858
1.0,34,361.346133
0.0,80,361.386763
1.0,42,361.401047
0.0,88,361.438668
0.0,54,361.464242
0.0,6,361.477489
0.0,104,361.530924
0.0,38,361.546925
1.0,68,361.572438
0.0,19,361.584656
0.0,104,361.641564
0.0,86,361.687694
1.0,40,361.706978
0.0,51,361.721801
1.0,14,361.734336
0.0,3,361.743158
1.0,25,361.763522
0.0,11,361.794025
1.0,11,361.803112
0.0,5,361.816725
0.0,54,361.867471
0.0,2,361.878679
1.0,40,361.900475
1.0,18,361.913234
1.0,18,361.925855
1.0,23,361.935948
1.0,13,361.948241
0.0,20,361.955858
1.0,35,361.977153
0.0,15,361.989104
1.0,12,361.99893
0.0,10,362.005713
1.0,55,362.030428
0.0,28,362.057435
1.0,73,362.080265
0.0,61,362.115321
0.0,43,362.130804
0.0,21,362.158422
1.0,15,362.170553
0.0,6,362.183084
1.0,108,362.237533
0.0,32,362.254294
0.0,43,362.275115
0.0,16,362.281897
0.0,88,362.33051
1.0,23,362.342867
1.0,68,362.368317
0.0,33,362.378164
1.0,52,362.397399
0.0,22,362.409047
1.0,37,362.429189
0.0,4,362.455406
0.0,64,362.504139
0.0,70,362.524007
1.0,37,362.537514
0.0,7,362.550368
1.0,7,362.562153
1.0,15,362.574121
0.0,37,362.593684
0.0,5,362.602075
0.0,31,362.614396
0.0,10,362.641009
1.0,14,362.65321
0.0,7,362.662554
0.0,14,362.67197
0.0,2,362.700097
1.0,18,362.711759
0.0,14,362.720423
0.0,9,362.733203
0.0,6,362.743639
1.0,16,362.753229
0.0,33,362.761469
0.0,12,362.770522
0.0,9,362.776708
1.0,41,362.796448
0.0,2,362.821919
0.0,31,362.838727
0.0,8,362.851435
1.0,31,362.871899
0.0,7,362.884772
1.0,87,362.936288
0.0,47,362.954754
0.0,6,362.965969
0.0,154,362.985655
0.0,2,362.996248
0.0,27,363.010942
1.0,61,363.032443
0.0,6,363.04077
1.0,23,363.052898
0.0,60,363.08744
1.0,12,363.099183
0.0,103,363.115661
0.0,2,363.127794
0.0,48,363.15532
0.0,2,363.183249
0.0,16,363.196262
1.0,113,363.247151
1.0,43,363.25593
1.0,53,363.27701
0.0,13,363.283255
1.0,37,363.30277
1.0,20,363.314296
1.0,93,363.36492
0.0,2,363.377106
1.0,110,363.430948
0.0,92,363.469322
1.0,8,363.480854
0.0,11,363.492674
0.0,61,363.516835
0.0,35,363.53612
0.0,53,363.558945
1.0,18,363.568623
1.0,69,363.592517
0.0,4,363.620394
0.0,24,363.638543
0.0,18,363.66792
1.0,68,363.691683
1.0,27,363.70222
1.0,34,363.721253
0.0,37,363.735876
1.0,61,363.759315
0.0,17,363.770876
1.0,72,363.790512
0.0,37,363.798461
0.0,57,363.840869
0.0,121,363.886306
1.0,19,363.896292
1.0,33,363.906477
1.0,49,363.930083
1.0,24,363.937532
1.0,36,363.958699
0.0,25,363.966293
0.0,5,363.981783
0.0,34,363.994566
1.0,7,364.006218
0.0,16,364.02042
0.0,17,364.036654
1.0,29,364.045127
1.0,39,364.066414
0.0,9,364.079954
1.0,38,364.093253
0.0,12,364.118588
1.0,116,364.176025
0.0,27,364.193172
0.0,17,364.212617
0.0,12,364.225868
1.0,64,364.24773
0.0,53,364.266676
0.0,6,364.279258
1.0,11,364.287864
1.0,52,364.3085
0.0,72,364.327448
1.0,29,364.344051
0.0,15,364.373608
0.0,12,364.404715
0.0,14,364.415438
0.0,2,364.42826
0.0,57,364.439678
1.0,74,364.465424
1.0,47,364.482616
1.0,22,364.492642
0.0,2,364.505756
1.0,23,364.518343
0.0,40,364.533897
1.0,61,364.559547
0.0,30,364.574729
0.0,1,364.584936
0.0,17,364.601206
0.0,71,364.647193
0.0,5,364.655713
0.0,20,364.685014
0.0,30,364.711442
0.0,19,364.722864
0.0,1,364.7474
0.0,42,364.79119
1.0,27,364.803022
1.0,55,364.823721
0.0,55,364.839227
0.0,30,364.851518
0.0,11,364.86529
1.0,41,364.885218
0.0,89,364.928547
0.0,17,364.94403
0.0,99,364.965989
1.0,39,364.985483
0.0,54,364.994399
0.0,29,365.008558
1.0,21,365.018027
0.0,6,365.045472
0.0,46,365.065753
0.0,35,365.092382
0.0,29,365.108431
0.0,12,365.117285
0.0,45,365.129595
0.0,7,365.13772
1.0,58,365.153672
1.0,29,365.174153
0.0,9,365.187925
0.0,6,365.201777
0.0,3,365.228329
0.0,2,365.241991
0.0,2,365.253872
0.0,95,365.313375
0.0,47,365.329616
1.0,9,365.341204
1.0,24,365.348768
1.0,20,365.361514
0.0,9,365.373148
1.0,43,365.387489
0.0,51,365.401776
0.0,42,365.438198
0.0,46,365.454314
1.0,101,365.512609
0.0,11,365.522074
1.0,42,365.538804
0.0,2,365.569033
1.0,32,365.580101
0.0,8,365.594131
1.0,17,365.60671
0.0,54,365.639036
0.0,28,365.65643
0.0,21,365.669056
1.0,32,365.682661
0.0,4,365.693967
1.0,38,365.715132
0.0,59,365.744586
1.0,35,365.7583
0.0,60,365.775792
0.0,27,365.795759
0.0,16,365.809775
0.0,2,365.822725
0.0,25,365.834938
0.0,2,365.848083
0.0,30,365.856133
1.0,44,365.868307
0.0,3,365.894333
1.0,8,365.905988
0.0,33,365.921343
1.0,11,365.933617
0.0,18,365.94085
0.0,22,365.953364
0.0,85,365.989041
1.0,37,366.002772
0.0,18,366.031491
0.0,70,366.077979
0.0,22,366.085139
1.0,63,366.110188
0.0,42,366.126118
0.0,45,366.167237
0.0,8,366.173934
0.0,2,366.202812
1.0,36,366.213623
1.0,107,366.27158
0.0,46,366.287417
0.0,43,366.310606
0.0,5,366.323321
1.0,22,366.335706
0.0,3,366.346896
0.0,102,366.399906
0.0,6,366.410998
0.0,22,366.425238
0.0,14,366.432081
1.0,59,366.456411
0.0,37,366.47443
1.0,18,366.487416
0.0,23,366.499593
1.0,99,366.552243
0.0,7,366.583389
1.0,32,366.604527
0.0,6,366.617589
0.0,30,366.63522
0.0,11,366.664976
0.0,14,366.691093
0.0,19,366.702767
1.0,39,366.72226
0.0,56,366.739923
1.0,20,366.751429
0.0,19,366.765939
0.0,9,366.778694
0.0,17,366.789685
1.0,37,366.80347
0.0,46,366.816302
1.0,31,366.835217
0.0,26,366.861933
1.0,105,366.914281
0.0,5,366.924795
1.0,46,366.940358
0.0,16,366.947025
0.0,93,366.999031
0.0,19,367.012837
0.0,14,367.028146
0.0,28,367.039512
0.0,33,367.077953
0.0,12,367.107402
1.0,40,367.120388
0.0,15,367.133549
1.0,7,367.144442
0.0,8,367.15255
0.0,25,367.172158
0.0,38,367.186625
0.0,28,367.204172
1.0,13,367.213446
1.0,126,367.263
1.0,40,367.274509
1.0,35,367.294048
1.0,58,367.310874
0.0,2,367.319274
0.0,11,367.344424
1.0,54,367.366534
0.0,28,367.383792
0.0,2,367.396604
1.0,101,367.415434
1.0,97,367.467068
0.0,2,367.475798
0.0,13,367.492569
